epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
52,0.16458,94.886,1.63097,63.84,87.58,1.46638,0.015959536446639572,17.512,0.933|0.773,0.84|3.03,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,169,49920,868.77
53,0.15115,95.509,1.6229,63.34,87.02,1.47175,0.0157955649407017,17.173,0.935|0.793,0.80|2.62,862.7|401.9,3120.0|3120.0,520|260,0|0,0|2,172,49920,885.94
54,0.14607,95.565,1.60961,64.94,87.65,1.46354,0.015629212665768978,17.005,0.928|0.791,0.91|2.60,862.7|401.9,3120.0|3120.0,520|260,0|0,0|2,176,49920,902.95
55,0.13574,96.01,1.62318,63.79,87.71,1.48743,0.015460547957947103,17.061,0.932|0.788,0.85|2.66,862.7|401.6,3120.0|3120.0,520|260,0|0,0|2,165,49920,920.01
56,0.13549,95.895,1.60784,64.81,87.41,1.47235,0.015289640103269624,17.216,0.927|0.783,0.95|2.78,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,135,49920,937.22
57,0.13305,96.06,1.58581,65.63,87.96,1.45276,0.015116559309235824,16.93,0.935|0.794,0.78|2.52,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,148,49920,954.15
58,0.12915,96.276,1.60449,64.96,87.44,1.47534,0.014941376675970057,17.034,0.933|0.789,0.85|2.66,862.7|402.3,3120.0|3120.0,520|260,0|0,0|2,170,49920,971.19
59,0.13081,96.052,1.60153,64.68,88.0,1.47073,0.01476416416701445,17.267,0.930|0.783,0.90|2.81,862.7|401.6,3120.0|3120.0,520|260,0|0,0|2,169,49920,988.46
60,0.13196,96.034,1.5964,65.18,87.87,1.46445,0.014584994579766863,17.13,0.938|0.797,0.74|2.50,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,156,49920,1005.59
61,0.11134,96.885,1.61645,65.16,87.56,1.50511,0.014403941515576344,17.323,0.934|0.787,0.82|2.73,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,166,49920,1022.91
62,0.10949,96.955,1.55994,65.16,87.89,1.45045,0.01422107934950832,17.234,0.922|0.840,1.04|1.82,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,196,49920,1040.14
63,0.11999,96.528,1.58531,64.67,87.1,1.46532,0.014036483199791948,16.92,0.932|0.796,0.84|2.54,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,166,49920,1057.06
64,0.09929,97.173,1.51824,65.91,88.44,1.41895,0.013850228896962177,17.281,0.933|0.781,0.85|2.86,862.7|402.9,3120.0|3120.0,520|260,0|0,0|2,162,49920,1074.34
65,0.09429,97.408,1.54753,65.41,88.18,1.45324,0.013662392952709228,17.219,0.927|0.780,0.95|2.82,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,171,49920,1091.56
66,0.09115,97.456,1.60307,65.09,87.68,1.51192,0.013473052528448201,16.936,0.938|0.790,0.73|2.67,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,177,49920,1108.5
