epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
11,1.80699,53.854,2.39549,42.97,70.93,0.5885,0.019781476007338056,117.114,0.966|0.632,1.48|40.23,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,516,99840,1293.87
12,1.70977,56.132,2.46893,42.14,69.25,0.75916,0.01968583161128631,117.15,0.967|0.631,1.47|40.51,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,515,99840,1411.02
13,1.60124,58.532,2.52016,41.34,69.0,0.91892,0.01957319497532067,117.595,0.963|0.627,1.76|41.09,3528.5|866.8,24960.0|24960.0,520|520,0|0,2|0,510,99840,1528.61
14,1.51769,60.547,2.38697,43.74,70.65,0.86928,0.01944376370237481,116.642,0.971|0.634,0.88|39.77,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,519,99840,1645.25
15,1.41536,62.73,2.20559,47.01,73.88,0.79023,0.019297764858882512,118.584,0.952|0.622,2.89|41.94,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,503,99840,1763.84
16,1.33265,64.535,2.27676,47.41,74.01,0.94411,0.019135454576426007,116.951,0.968|0.634,1.24|39.99,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,518,99840,1880.79
17,1.2395,66.814,2.23326,48.26,74.28,0.99376,0.01895711760239413,116.812,0.971|0.634,1.00|39.83,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,519,99840,1997.6
18,1.16688,68.452,2.37417,45.54,72.26,1.20729,0.018763066800438634,119.863,0.942|0.612,3.88|43.54,3528.5|866.8,24960.0|24960.0,520|520,0|0,2|0,492,99840,2117.46
19,1.08141,70.542,2.388,46.91,72.69,1.30659,0.018553642601605067,117.063,0.969|0.633,1.22|39.91,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,519,99840,2234.53
20,1.00035,72.351,2.57027,44.62,70.77,1.56992,0.018329212407100996,117.575,0.961|0.628,1.84|40.75,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,512,99840,2352.1
21,0.94155,73.78,2.5241,44.86,70.17,1.58255,0.018090169943749474,116.946,0.968|0.635,1.13|39.70,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,519,99840,2469.05
22,0.87166,75.559,2.4432,46.7,72.87,1.57154,0.017836934573258398,117.539,0.963|0.629,1.76|40.58,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,513,99840,2586.59
23,0.80679,77.268,2.35903,49.09,74.33,1.55224,0.017569950556517566,117.085,0.968|0.633,1.22|39.90,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,519,99840,2703.67
24,0.73918,79.002,2.4738,47.69,72.22,1.73462,0.017289686274214115,116.985,0.969|0.633,1.12|40.23,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,519,99840,2820.66
25,0.68586,80.331,2.57508,46.01,72.52,1.88921,0.016996633405133656,119.132,0.948|0.619,3.25|42.73,3528.5|866.8,24960.0|24960.0,520|520,0|0,2|0,498,99840,2939.79
26,0.6272,81.85,2.66527,46.21,71.89,2.03807,0.016691306063588582,116.696,0.972|0.632,0.89|40.06,3528.5|818.8,24960.0|24960.0,520|520,0|0,2|0,519,99840,3056.48
