epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
1,4.35515,4.459,3.89949,9.4,29.0,-0.45566,1.5384615384615384e-05,17.315,0.913|0.899,1.14|0.40,852.6|440.9,3120.0|3120.0,780|260,0|0,0|2,99,49920,17.32
2,3.71093,12.204,3.421,15.0,44.8,-0.28993,0.004015384615384615,17.635,0.913|0.886,1.16|0.68,852.6|442.1,3120.0|3120.0,780|260,0|0,0|2,101,49920,34.95
