epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
24,0.78575,75.839,1.50973,59.86,86.69,0.72398,0.019341843881544373,16.204,0.935|0.919,0.75|0.24,853.4|441.4,3120.0|3120.0,780|260,0|0,0|2,142,49920,394.2
25,0.73537,77.282,1.50663,60.83,86.7,0.77126,0.01926761452765349,16.397,0.938|0.917,0.70|0.23,853.1|440.6,3120.0|3120.0,780|260,0|0,0|2,127,49920,410.59
26,0.69998,78.229,1.44855,61.69,87.41,0.74857,0.019189578116202307,16.431,0.934|0.918,0.78|0.20,853.4|441.7,3120.0|3120.0,780|260,0|0,0|2,119,49920,427.02
27,0.66539,79.213,1.48067,61.43,87.31,0.81528,0.019107766703887762,16.312,0.939|0.917,0.69|0.20,853.6|439.9,3120.0|3120.0,780|260,0|0,0|2,118,49920,443.34
28,0.6165,80.743,1.55423,60.77,86.45,0.93773,0.019022213898145176,16.357,0.935|0.918,0.75|0.23,853.4|440.5,3120.0|3120.0,780|260,0|0,0|2,127,49920,459.69
29,0.60664,80.897,1.48356,61.93,87.35,0.87692,0.018932954843342592,16.349,0.939|0.920,0.69|0.21,853.9|439.6,3120.0|3120.0,780|260,0|0,0|2,114,49920,476.04
30,0.56331,82.161,1.47179,61.9,87.33,0.90848,0.01884002620634378,16.445,0.927|0.917,0.88|0.23,853.1|441.9,3120.0|3120.0,780|260,0|0,0|2,74,49920,492.49
31,0.51468,83.704,1.53292,61.34,87.72,1.01825,0.018743466161445822,16.313,0.934|0.921,0.78|0.17,853.4|441.3,3120.0|3120.0,780|260,0|0,0|2,113,49920,508.8
32,0.50231,84.131,1.60388,60.64,86.48,1.10157,0.01864331437469738,16.525,0.934|0.914,0.76|0.25,853.1|439.4,3120.0|3120.0,780|260,0|0,0|2,112,49920,525.33
33,0.49401,84.135,1.61964,60.86,86.8,1.12564,0.018539611987604256,16.359,0.941|0.919,0.65|0.20,853.1|441.2,3120.0|3120.0,780|260,0|0,0|2,119,49920,541.68
34,0.44078,86.026,1.53735,63.04,87.57,1.09657,0.018432401600228823,16.49,0.934|0.922,0.78|0.15,853.1|439.7,3120.0|3120.0,780|260,0|0,0|2,86,49920,558.17
35,0.40218,87.153,1.53992,62.88,87.19,1.13773,0.01832172725369024,16.612,0.935|0.915,0.76|0.26,853.4|441.2,3120.0|3120.0,780|260,0|0,0|2,79,49920,574.79
36,0.41139,86.929,1.52644,62.41,87.82,1.11506,0.018207634412072765,16.619,0.938|0.913,0.72|0.32,853.6|440.2,3120.0|3120.0,780|260,0|0,0|2,97,49920,591.41
37,0.37312,88.263,1.54981,62.68,87.4,1.1767,0.018090169943749474,16.425,0.938|0.911,0.69|0.32,853.4|440.5,3120.0|3120.0,780|260,0|0,0|2,100,49920,607.83
38,0.36489,88.325,1.59762,62.34,87.42,1.23273,0.01796938210212915,16.467,0.932|0.912,0.79|0.29,852.6|443.7,3120.0|3120.0,780|260,0|0,0|2,98,49920,624.3
39,0.33184,89.583,1.55103,63.26,87.67,1.21918,0.017845320505834174,16.446,0.936|0.915,0.72|0.24,853.1|441.3,3120.0|3120.0,780|260,0|0,0|2,85,49920,640.74
40,0.30898,90.236,1.58416,63.23,87.33,1.27518,0.01771803611831762,16.556,0.936|0.914,0.73|0.28,853.1|441.0,3120.0|3120.0,780|260,0|0,0|2,99,49920,657.3
41,0.30255,90.431,1.68453,61.43,86.64,1.38198,0.01758758122692791,16.449,0.931|0.914,0.82|0.30,853.4|439.6,3120.0|3120.0,780|260,0|0,0|2,97,49920,673.75
42,0.30077,90.541,1.51303,64.09,88.29,1.21226,0.0174540094214296,16.486,0.932|0.920,0.80|0.21,853.4|441.1,3120.0|3120.0,780|260,0|0,0|2,91,49920,690.23
43,0.27846,91.114,1.59779,62.73,87.61,1.31933,0.017317375571989157,16.391,0.938|0.914,0.69|0.30,853.1|440.8,3120.0|3120.0,780|260,0|0,0|2,119,49920,706.63
44,0.26568,91.719,1.59798,64.05,87.5,1.3323,0.01717773580663479,16.226,0.936|0.923,0.71|0.18,853.1|441.3,3120.0|3120.0,780|260,0|0,0|2,106,49920,722.85
45,0.25618,91.899,1.54614,64.31,87.45,1.28996,0.01703514748819948,16.375,0.935|0.917,0.75|0.24,853.4|440.3,3120.0|3120.0,780|260,0|0,0|2,50,49920,739.23
