epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
1,5.29458,0.791,5.2284,1.4,6.2,-0.06618,3.846153846153846e-05,43.084,0.499|0.314,21.29|28.89,3529.7|921.8,4992.0|4992.0,104|104,0|0,2|2,52,19968,43.08
2,5.1107,2.354,4.94301,3.2,11.8,-0.16769,0.0040384615384615385,43.101,0.498|0.314,21.35|28.88,3529.7|922.8,4992.0|4992.0,104|104,0|0,2|2,52,19968,86.19
