epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
1,5.29439,0.756,5.22178,2.2,6.6,-0.07261,3.846153846153846e-05,63.69,0.335|0.218,42.12|49.05,3529.7|867.9,4992.0|4992.0,104|104,0|0,2|0,58,19968,63.69
2,5.10709,2.354,4.95793,2.6,11.6,-0.14916,0.0040384615384615385,63.969,0.334|0.214,42.33|49.48,3529.7|867.9,4992.0|4992.0,104|104,0|0,2|0,54,19968,127.66
